run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:8c77e3402fd1c394,M,3.2.2,p. 3,'Reject_Order': The MSC in 3.2.2 shows Order signal but no reject/error path is defined.,reject order the msc in 3 2 2 shows order signal but no reject error path is defined,reviewer,2026-06-14T19:25:39.129748
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:17316f48aec2efb0,M,3.2.1,p. 2,'Start_Voice': is missing timeout for Start_Voice signal.,start voice is missing timeout for start voice signal,reviewer,2026-06-14T19:25:39.129748
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:d48d0ef1efc796a3,M,3.2.2,p. 3,'Order': is missing limits for Order parameters.,order is missing limits for order parameters,reviewer,2026-06-14T19:25:39.129748
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:3255eb7e1736f1b2,M,3.4.1,p. 5,'Confirm_Voice': The MSC in 3.4.1 does not show acknowledgment for Confirm_Voice.,confirm voice the msc in 3 4 1 does not show acknowledgment for confirm voice,reviewer,2026-06-14T19:25:39.129748
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:5c712a1f015bcb24,W,3.4.2,p. 6,'Order_Cancel': The design in 3.4.2 specifies Order_Cancel with wrong parameter types.,order cancel the design in 3 4 2 specifies order cancel with wrong parameter types,reviewer,2026-06-14T19:25:39.129748
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:8a834c2ca32c0ad2,M,3.3.1,p. 5,'Allocate_car': The design is missing an acknowledgment for Allocate_car (p. 5).,allocate car the design is missing an acknowledgment for allocate car p 5,reviewer,2026-06-14T19:25:52.646297
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:3564fbd728d19ca7,M,3.4.1,p. 6,'Order': The design is missing behavior for rejected orders (p. 6).,order the design is missing behavior for rejected orders p 6,reviewer,2026-06-14T19:25:52.646297
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:db04ef5104894042,M,3.3.1,p. 5,'Get_Order': is missing details on invalid order handling (p. 5).,get order is missing details on invalid order handling p 5,reviewer,2026-06-14T19:25:52.646297
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:cfebcb87dfe73378,M,3.4.2,p. 6,'Order_Reject': The design is missing the response to an Order_Reject signal (p. 6).,order reject the design is missing the response to an order reject signal p 6,reviewer,2026-06-14T19:25:52.646297
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:28943793b6a1c36a,M,3.3.1,p. 5,'Overview': The design does not clarify processing of Overview requests (p. 5).,overview the design does not clarify processing of overview requests p 5,reviewer,2026-06-14T19:25:52.646297
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:8f8c2e3d5dcc64d2,M,3.3.2,p. 4,'AlarmReset': The design is missing an acknowledgment for the AlarmReset signal (p. 4).,alarmreset the design is missing an acknowledgment for the alarmreset signal p 4,reviewer,2026-06-14T19:26:03.190765
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:9e897ead4ff25c8f,M,3.4.1,p. 5,'Confirm': The design is missing an acknowledgment for the Confirm signal (p. 5).,confirm the design is missing an acknowledgment for the confirm signal p 5,reviewer,2026-06-14T19:26:03.190765
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:551582b5ab75d74f,M,3.4.2,p. 5,'Order_Reject': The design is missing an acknowledgment for the Order_Reject signal (p. 5).,order reject the design is missing an acknowledgment for the order reject signal p 5,reviewer,2026-06-14T19:26:03.190765
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:19508b5bd043e971,W,3.4.2,p. 5,'Order': The Order signal definition in 3.4.2 does not match the expected parameters (p. 5).,order the order signal definition in 3 4 2 does not match the expected parameters p 5,reviewer,2026-06-14T19:26:03.190765
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_6_pbr_user,h:acd34acd8875ecef,M,3.4.1,p. 5,'Reject_Order': The MSC in 3.4.1 does not include a reject signal for the order flow.,reject order the msc in 3 4 1 does not include a reject signal for the order flow,reviewer,2026-06-14T19:26:12.204145
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_6_pbr_user,h:3b3ca1ad1ff3bfb3,M,3.4.1,p. 5,'Terminate_Voice': The design is missing how to handle termination before voice initiation.,terminate voice the design is missing how to handle termination before voice initiation,reviewer,2026-06-14T19:26:12.204145
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_6_pbr_user,h:95f83a81e1b7513b,M,3.4.1,p. 5,'Start_Voice': The MSC in 3.4.1 is missing an acknowledgment signal for voice initiation.,start voice the msc in 3 4 1 is missing an acknowledgment signal for voice initiation,reviewer,2026-06-14T19:26:12.204145
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_7_pbr_user,h:acd34acd8875ecef,M,3.4.1,p. 5,'Reject_Order': The MSC in 3.4.1 does not include a reject signal for the order flow.,reject order the msc in 3 4 1 does not include a reject signal for the order flow,reviewer,2026-06-14T19:26:22.036070
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_7_pbr_user,h:b66fccbe83590c69,M,3.4.2,p. 6,'Ack': The design is missing an acknowledgment for rejected orders.,ack the design is missing an acknowledgment for rejected orders,reviewer,2026-06-14T19:26:22.036070
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_7_pbr_user,h:7ab6a520bbaab063,W,Table 1,p. 6,'Order': Table 1 indicates missing parameters for the 'Order' signal.,order table 1 indicates missing parameters for the order signal,reviewer,2026-06-14T19:26:22.036070
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_7_pbr_user,h:6142a8b20d843b58,M,3.4.2,p. 6,'Start_Voice': The design is missing an acknowledgment for 'Start_Voice'.,start voice the design is missing an acknowledgment for start voice,reviewer,2026-06-14T19:26:22.036070
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_8_pbr_designer,h:2df7fd82f2f7dcd1,M,4.1,p. 9,'Order': does not mention timeout for order acceptance (p. 9).,order does not mention timeout for order acceptance p 9,reviewer,2026-06-14T19:26:34.117816
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_8_pbr_designer,h:3b508aa97b448c2f,M,4.1,p. 9,'Ack': shows multiple Acks without context (p. 9).,ack shows multiple acks without context p 9,reviewer,2026-06-14T19:26:34.117816
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_8_pbr_designer,h:53350fceafa206f7,M,4.1,p. 9,'Meter_On': is missing confirmation after Meter_On (p. 9).,meter on is missing confirmation after meter on p 9,reviewer,2026-06-14T19:26:34.117816
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_8_pbr_designer,h:352a942170fc2dca,M,4.1,p. 9,'Position': is missing clarity on Position signal parameters (p. 9).,position is missing clarity on position signal parameters p 9,reviewer,2026-06-14T19:26:34.117816
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_8_pbr_designer,h:04f730e0acf8bd34,M,4.2,p. 10,'Voice_Msg': is missing timeout for voice message (p. 10).,voice msg is missing timeout for voice message p 10,reviewer,2026-06-14T19:26:34.117816
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_9_pbr_designer,h:3cf1706d432b030d,M,4.2,p. 10,'Stop_Voice': 'Stop_Voice' does not have an acknowledgment defined in the MSC (p. 10).,stop voice stop voice does not have an acknowledgment defined in the msc p 10,reviewer,2026-06-14T19:26:45.074664
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_9_pbr_designer,h:10c0489aaf86512d,M,4.2,p. 10,'Voice_Msg': 'Voice_Msg' parameters are not consistently defined in the MSC (p. 10).,voice msg voice msg parameters are not consistently defined in the msc p 10,reviewer,2026-06-14T19:26:45.074664
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_9_pbr_designer,h:7d8f4c192e560a08,M,4.2,p. 10,'Start_Voice': 'Start_Voice' is missing timeout behavior in the MSC (p. 10).,start voice start voice is missing timeout behavior in the msc p 10,reviewer,2026-06-14T19:26:45.074664
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_9_pbr_designer,h:848388981b2fa250,M,4.2,p. 10,'Confirm_Voice': 'Confirm_Voice' is missing alternative handling in case of failure (p. 10).,confirm voice confirm voice is missing alternative handling in case of failure p 10,reviewer,2026-06-14T19:26:45.074664
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_10_pbr_designer,h:3e8088f6e0d1b65a,M,Table 1,p. 7,'Order': Table 1 indicates 'Order' signal omits an integer for order number (p. 7).,order table 1 indicates order signal omits an integer for order number p 7,reviewer,2026-06-14T19:26:56.236462
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_10_pbr_designer,h:299d85997db01ee2,M,3.4.1,p. 5,'Order': 'Order' signal is defined in 3.4.1 but not listed in Table 1 (p. 5).,order order signal is defined in 3 4 1 but not listed in table 1 p 5,reviewer,2026-06-14T19:26:56.236462
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_10_pbr_designer,h:ef184ffb3ba61f61,W,Table 1,p. 7,'Order_Cancel': Table 1 shows 'Order_Cancel' without order number parameter (p. 7).,order cancel table 1 shows order cancel without order number parameter p 7,reviewer,2026-06-14T19:26:56.236462
costed_pbr_split_soft_n10_007,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_10_pbr_designer,h:d23c1dda38ca89d3,M,3.2.1,p. 6,'OrderOper': 'OrderOper' signal is missing parameter type for operator number in 3.2.1 (p. 6).,orderoper orderoper signal is missing parameter type for operator number in 3 2 1 p 6,reviewer,2026-06-14T19:26:56.236462
