run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_cbr_split_soft_n10_009,CBR,10,reviewer_5_cbr,h:68b0be9ddf5cd506,M,3.3.2,p. 4,'Terminate_Voice': A corresponding acknowledgment signal is missing.,terminate voice a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:39:15.491577
costed_cbr_split_soft_n10_009,CBR,10,reviewer_5_cbr,h:c789e7a2ac06ba6e,M,3.3.2,p. 4,'Send_Voice': A corresponding acknowledgment signal is missing.,send voice a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:39:15.491577
costed_cbr_split_soft_n10_009,CBR,10,reviewer_5_cbr,h:5213fe75a0e916a5,M,3.3.2,p. 4,'Stop_Voice': A corresponding acknowledgment signal is missing.,stop voice a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:39:15.491577
costed_cbr_split_soft_n10_009,CBR,10,reviewer_5_cbr,h:b3a134e92da6141a,M,3.3.2,p. 4,'Get_Order': A corresponding acknowledgment signal is missing.,get order a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:39:15.491577
costed_cbr_split_soft_n10_009,CBR,10,reviewer_5_cbr,h:ff94eabc5e4ae8b0,M,3.3.2,p. 4,'Text_Message': A corresponding acknowledgment signal is missing.,text message a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:39:15.491577
costed_cbr_split_soft_n10_009,CBR,10,reviewer_6_cbr,h:88b6904f05a00bcc,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:39:27.769262
costed_cbr_split_soft_n10_009,CBR,10,reviewer_6_cbr,h:5222d34ef4d6bd0c,M,3.4.1,p. 9,'Order_Cancel': A signal is missing for cancelling orders.,order cancel a signal is missing for cancelling orders,reviewer,2026-06-11T22:39:27.769262
costed_cbr_split_soft_n10_009,CBR,10,reviewer_6_cbr,h:74083402436227f1,M,3.4.1,p. 9,'Ack': A corresponding acknowledgment signal is missing for the order.,ack a corresponding acknowledgment signal is missing for the order,reviewer,2026-06-11T22:39:27.769262
costed_cbr_split_soft_n10_009,CBR,10,reviewer_6_cbr,h:af9fa95eb9ed0da5,M,3.4.1,p. 9,'Confirm': The signal sequence is incorrect as confirmation should follow the order.,confirm the signal sequence is incorrect as confirmation should follow the order,reviewer,2026-06-11T22:39:27.769262
costed_cbr_split_soft_n10_009,CBR,10,reviewer_6_cbr,h:ddf6497f5fa32314,M,3.4.1,p. 9,'Start_Voice': A signal is missing for initiating voice communication.,start voice a signal is missing for initiating voice communication,reviewer,2026-06-11T22:39:27.769262
costed_cbr_split_soft_n10_009,CBR,10,reviewer_7_cbr,h:f0246e33aab9a17a,M,3.4.2,p. 5,'Order_Reject': A signal is missing for rejecting orders.,order reject a signal is missing for rejecting orders,reviewer,2026-06-11T22:39:34.530483
costed_cbr_split_soft_n10_009,CBR,10,reviewer_7_cbr,h:15f0e84b612a30c3,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T22:39:34.530483
costed_cbr_split_soft_n10_009,CBR,10,reviewer_7_cbr,h:f6b877ab92edec8f,W,3.4.2,p. 5,'Ack': The signal is not correctly acknowledged in the MSC.,ack the signal is not correctly acknowledged in the msc,reviewer,2026-06-11T22:39:34.530483
costed_cbr_split_soft_n10_009,CBR,10,reviewer_8_cbr,h:ca063bbdd8d583d6,M,4.1,p. 9,'Order': A signal is missing for not confirming orders.,order a signal is missing for not confirming orders,reviewer,2026-06-11T22:39:44.694675
costed_cbr_split_soft_n10_009,CBR,10,reviewer_8_cbr,h:169699e1a36b730b,W,4.1,p. 9,'Ack': The signal sequence is incorrect in the MSC.,ack the signal sequence is incorrect in the msc,reviewer,2026-06-11T22:39:44.694675
costed_cbr_split_soft_n10_009,CBR,10,reviewer_8_cbr,h:a117b506b4fc25a4,M,4.2,p. 10,'Stop_Voice': A timeout specification is missing for the voice communication.,stop voice a timeout specification is missing for the voice communication,reviewer,2026-06-11T22:39:44.694675
costed_cbr_split_soft_n10_009,CBR,10,reviewer_8_cbr,h:18ed6db50799a701,W,Table 1,p. 6,'Order': The parameter types do not match the definition in the MSC.,order the parameter types do not match the definition in the msc,reviewer,2026-06-11T22:39:44.694675
costed_cbr_split_soft_n10_009,CBR,10,reviewer_9_cbr,h:007df3fee3036a26,M,4.2,p. 10,'Start_Voice': A corresponding reject signal is missing for the voice communication initiation.,start voice a corresponding reject signal is missing for the voice communication initiation,reviewer,2026-06-11T22:39:52.754424
costed_cbr_split_soft_n10_009,CBR,10,reviewer_9_cbr,h:12bef252cd1c5407,M,4.2,p. 10,'Terminate_Voice': A corresponding acknowledgment signal is missing for the termination of voice communication.,terminate voice a corresponding acknowledgment signal is missing for the termination of voice communication,reviewer,2026-06-11T22:39:52.754424
costed_cbr_split_soft_n10_009,CBR,10,reviewer_9_cbr,h:5d98b01689a100f0,W,4.2,p. 10,'Voice_Msg': The signal sequence in the MSC does not match the expected order of operations.,voice msg the signal sequence in the msc does not match the expected order of operations,reviewer,2026-06-11T22:39:52.754424
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:0d14e115ef1df93d,M,Table 1,p. 7,'Order_Reject': A signal is missing for rejecting orders.,order reject a signal is missing for rejecting orders,reviewer,2026-06-11T22:40:09.858407
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:ae50bb412f03c2b4,M,Table 1,p. 7,'Ack': A signal is missing for acknowledging orders.,ack a signal is missing for acknowledging orders,reviewer,2026-06-11T22:40:09.858407
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:9b21ed7f07f0a2dd,M,Table 1,p. 7,'Order': A signal is missing for the order confirmation process.,order a signal is missing for the order confirmation process,reviewer,2026-06-11T22:40:09.858407
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:8b2f9b31f7312b45,M,Table 1,p. 7,'Start_Voice': A signal is missing for initiating voice communication.,start voice a signal is missing for initiating voice communication,reviewer,2026-06-11T22:40:09.858407
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:e82871513eeb0d1f,M,Table 1,p. 7,'Terminate_Voice': A signal is missing for terminating voice communication.,terminate voice a signal is missing for terminating voice communication,reviewer,2026-06-11T22:40:09.858407
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:b8beaa53aeb48e50,M,Table 1,p. 7,'Voice_msg': A signal is missing for sending voice messages.,voice msg a signal is missing for sending voice messages,reviewer,2026-06-11T22:40:09.858407
costed_cbr_split_soft_n10_009,CBR,10,reviewer_10_cbr,h:c38f1b08fc923ec6,M,Table 1,p. 7,'Text_Message': A signal is missing for sending text messages.,text message a signal is missing for sending text messages,reviewer,2026-06-11T22:40:09.858407
